City,Country,Lat,Long,Cloudiness,Humidity,Max Temp,Wind Speed,Date
khatanga,RU,71.97,102.5,90,84,-31.4,8.34,1607616025
richards bay,US,46.84,-95.91,20,89,34.0,13.87,1607616025
arcata,US,40.87,-124.08,1,93,41.0,6.93,1607616025
sao felix do xingu,IN,20.51,76.21,1,41,71.28,9.46,1607615943
douentza,ML,15.0,-2.95,0,10,95.11,9.31,1607616026
falam,MM,22.92,93.68,39,100,48.09,1.95,1607616027
morehead,US,37.27,-87.18,1,57,54.0,3.36,1607616027
ukiah,US,39.15,-123.21,1,56,37.0,2.91,1607615837
nesbyen,NO,60.57,9.1,99,95,27.0,2.15,1607616027
nishihara,JP,26.18,127.76,75,83,71.6,4.7,1607616028
bonavista,CA,48.65,-53.11,99,86,34.0,3.36,1607616028
banfora,BF,10.63,-4.77,0,11,98.91,6.51,1607616028
abu zabad,IN,24.6,72.7,3,42,59.36,4.85,1607616029
tommot,RU,58.96,126.29,100,87,-13.58,2.93,1607616029
poli,TZ,-3.33,36.8,75,88,82.4,5.82,1607616029
katobu,ID,-4.94,122.53,100,88,78.46,2.15,1607616029
dongying,CN,37.46,118.49,100,67,38.84,3.31,1607616029
burhar,IN,23.22,81.53,0,45,64.45,2.98,1607616030
bacolod,PH,10.67,122.95,52,81,79.0,5.66,1607616030
piranhas,BR,-16.43,-51.82,88,62,84.54,8.52,1607616031
yulara,AU,-25.24,130.99,90,77,66.2,12.75,1607616031
roxana,CR,10.28,-83.75,75,82,68.0,13.87,1607616032
port arthur,CD,-7.03,29.76,100,72,76.08,2.82,1607615924
north bend,FR,50.33,3.67,34,93,39.99,3.0,1607616032
nantucket,US,41.28,-70.1,75,65,44.6,16.11,1607616005
trindade,BR,-16.65,-49.49,75,61,78.8,11.41,1607616032
kjollefjord,NO,70.95,27.35,75,80,35.6,5.82,1607616033
pervomayskiy,RU,53.25,40.29,0,83,20.53,9.6,1607616033
pokhara,NP,28.23,83.98,0,53,57.88,2.77,1607616033
okhotsk,RU,59.38,143.3,0,86,-11.11,12.64,1607616034
lethem,GY,3.38,-59.8,68,49,90.48,10.36,1607616034
byron bay,US,44.03,-92.65,1,67,44.01,9.17,1607616034
taltal,CL,-25.4,-70.48,22,59,66.38,4.54,1607616035
aswan,EG,24.09,32.91,0,22,76.71,10.09,1607616035
mount gambier,GB,53.66,-1.85,100,96,41.0,4.0,1607616035
san pedro de macoris,ML,13.3,-4.9,22,10,98.55,9.22,1607615938
prainha,BR,-1.8,-53.48,57,51,89.38,7.09,1607616036
karla,EE,59.37,24.93,0,79,25.0,8.05,1607616036
san policarpo,ML,13.3,-4.9,22,10,98.55,9.22,1607615938
maniitsoq,GL,65.42,-52.9,83,87,21.61,5.88,1607616036
piastow,PL,52.18,20.84,90,92,32.0,9.17,1607616037
acapulco,MX,16.86,-99.89,75,78,78.8,4.7,1607616037
naze,JP,28.37,129.48,75,94,69.8,12.75,1607616037
solnechnyy,RU,50.72,136.63,100,93,7.54,1.1,1607616037
hervey bay,US,33.5,-93.78,1,50,57.99,8.05,1607616038
kathmandu,NP,27.72,85.32,20,87,53.6,0.6,1607615786
prestea,GH,5.43,-2.14,94,77,82.29,5.39,1607616038
giresun,TR,40.5,38.5,0,76,50.0,3.36,1607616039
grand centre,US,38.88,-109.5,1,44,21.2,3.36,1607615957
dongsheng,CN,39.82,109.98,0,91,14.61,10.38,1607616040
oktyabrskoye,RU,43.06,44.74,90,92,30.2,6.71,1607616040
kabo,CF,7.7,18.63,70,16,92.52,2.66,1607616040
pingliang,CN,35.54,106.69,73,89,26.65,1.99,1607616041
hobyo,SO,5.35,48.53,49,70,79.9,19.33,1607616041
vysokogornyy,RU,50.12,139.15,100,93,2.1,1.79,1607616042
christchurch,NZ,-43.53,172.63,76,93,54.0,3.36,1607616042
pemangkat,ID,1.17,108.97,100,86,79.43,7.58,1607615959
peterhead,GB,57.51,-1.8,75,93,45.0,19.46,1607616042
san jose de tarros,ML,13.3,-4.9,22,10,98.55,9.22,1607616006
phan thiet,TH,19.55,99.74,0,100,63.0,3.36,1607616043
yuanping,CN,38.72,112.76,0,80,24.82,2.84,1607616043
juegang,CN,32.32,121.19,100,81,51.01,4.36,1607616043
boa esperanca,CM,4.43,8.97,53,70,82.62,6.49,1607616044
bagotville,AU,-28.98,153.42,75,77,71.6,5.82,1607616044
mount darwin,GB,53.66,-1.85,100,96,41.0,4.0,1607616045
tromso,NO,69.65,18.96,75,86,37.4,8.05,1607616045
brae,GB,60.4,-1.35,40,81,46.4,24.16,1607616046
sola,VU,-13.88,167.55,40,88,82.4,17.2,1607616046
vestmannaeyjar,IS,63.44,-20.27,90,93,42.8,27.51,1607616046
semey,KZ,50.41,80.23,90,85,19.4,15.66,1607615965
boyabat,TR,41.47,34.77,93,59,45.59,0.63,1607616047
mazagao,BR,-0.12,-51.29,75,70,87.8,9.17,1607616047
saldanha,ZA,-33.01,17.94,15,49,73.4,11.41,1607616048
kaeo,NZ,-35.1,173.78,100,92,58.98,3.89,1607616048
kailua,US,21.4,-157.74,40,94,71.6,5.5,1607616048
abalak,RU,58.13,68.59,0,95,8.4,5.19,1607616049
lata,PT,40.16,-8.33,100,96,59.0,7.0,1607616049
paita,PE,-5.09,-81.11,0,69,77.0,8.9,1607616049
cordoba,AR,-31.41,-64.18,0,28,96.01,20.8,1607615827
mata,PT,40.68,-7.46,100,94,57.0,1.99,1607616050
taksimo,RU,56.34,114.88,100,80,-12.08,3.94,1607616050
bandraboua,YT,-12.7,45.12,75,74,82.4,2.24,1607616050
bouillante,GP,16.13,-61.77,75,65,82.4,11.41,1607616050
dir,PK,35.21,71.88,0,60,40.93,8.03,1607616046
port hedland,CD,-7.03,29.76,100,72,76.08,2.82,1607616051
aitape,PG,-3.14,142.35,100,78,79.86,3.71,1607616051
petropavlovsk-kamchatskiy,RU,53.05,158.65,1,77,3.2,2.24,1607616024
powassan,CA,46.03,-79.35,90,86,35.01,4.7,1607616052
ternate,ID,0.8,127.4,23,76,82.17,4.72,1607616052
cockburn harbour,AU,-32.08,141.0,63,22,69.8,14.99,1607616053
campoalegre,CO,2.68,-75.32,22,64,80.96,2.64,1607616053
flinders,AU,-34.58,150.86,84,66,62.01,11.23,1607616053
halifax,CA,44.65,-63.57,90,93,36.0,10.29,1607615866
ixtapa,MX,20.7,-105.2,75,83,75.99,2.75,1607616053
khuzhir,RU,53.19,107.34,98,88,3.09,10.54,1607616054
vestmanna,FO,62.16,-7.17,100,93,44.6,24.16,1607616054
veseloyarsk,RU,51.28,81.11,100,95,10.18,12.66,1607616054
qasigiannguit,GL,68.82,-51.19,40,44,19.4,3.36,1607616054
agirish,RU,61.92,63.02,59,91,16.66,9.1,1607616055
nizwa,OM,22.93,57.53,14,54,63.32,4.59,1607616055
yicheng,CN,31.37,119.87,100,81,48.99,3.89,1607616055
sioux lookout,US,42.73,-96.23,1,67,39.99,12.75,1607616056
mehamn,NO,71.04,27.85,75,80,35.6,5.82,1607616056
northam,GB,51.03,-4.22,93,95,48.99,5.99,1607616056
wick,GB,58.43,-3.08,75,81,46.4,19.46,1607616057
nanyamba,TZ,-10.68,39.83,20,70,84.2,13.87,1607616057
gidole,ET,5.65,37.37,35,44,63.64,2.86,1607616057
esso,RU,55.93,158.7,92,88,8.78,7.27,1607616058
kloulklubed,PW,7.04,134.26,75,94,78.8,3.36,1607616058
annamalainagar,IN,11.4,79.73,99,76,76.23,8.95,1607616058
harper,LR,4.38,-7.72,21,73,83.03,9.26,1607616058
koulikoro,ML,14.0,-7.75,0,12,95.25,8.79,1607616059
mashhad,IR,36.3,59.61,40,86,37.4,6.93,1607615942
manta,EC,-0.95,-80.73,75,78,78.8,9.17,1607616059
fare,PF,-16.7,-151.02,100,74,80.38,15.93,1607616060
rondonopolis,BR,-16.47,-54.64,97,42,93.88,2.84,1607615998
novobiryusinskiy,RU,56.96,97.71,100,90,-3.62,3.87,1607616061
ensley,US,30.52,-87.27,1,93,61.0,2.59,1607616061
freeport,US,40.66,-73.58,1,49,48.0,10.29,1607615927
vila do maio,PT,42.03,-8.16,100,96,54.0,3.0,1607616062
rosita,NI,13.93,-84.4,83,72,75.49,5.95,1607616062
dickinson,US,29.46,-95.05,1,82,71.01,7.94,1607616037
paraiso,CR,9.84,-83.87,75,82,68.0,13.87,1607616062
cabo rojo,BR,-8.28,-35.03,40,61,82.4,11.41,1607616030
phan rang,TH,19.55,99.74,0,100,63.0,3.36,1607616063
lakes entrance,US,61.61,-149.31,90,73,23.0,6.93,1607616063
olkhovka,RU,53.21,60.61,0,91,7.48,3.58,1607616064
ust-maya,RU,60.42,134.53,100,86,-24.16,2.08,1607616064
comodoro rivadavia,BR,-13.66,-59.79,97,86,76.55,4.74,1607616064
genhe,CN,50.78,121.52,0,86,-11.16,4.59,1607616064
brest,BY,52.1,23.7,100,97,30.9,15.26,1607616000
akyab,MM,20.15,92.9,0,74,71.69,7.52,1607616065
villamontes,BO,-21.25,-63.5,0,55,91.4,4.14,1607616065
steamboat springs,CA,58.68,-123.72,5,84,1.4,4.7,1607616001
santa maria,PH,17.49,120.43,15,84,78.03,3.56,1607616047
karacakoy,TR,41.4,28.38,0,48,60.8,14.99,1607616065
pomerode,BR,-26.74,-49.18,84,66,86.0,3.53,1607615909
iskateley,RU,67.68,53.15,98,96,22.66,19.01,1607616066
nome,US,64.5,-165.41,1,76,-9.4,6.93,1607615778
morondava,MG,-20.28,44.28,91,71,83.35,8.41,1607616066
miedzyrzecz,PL,52.44,15.58,90,92,34.0,5.82,1607616067
